timestamp,value
2013-08-23 21:00:00,24.336694736842105
2013-08-23 22:00:00,24.5315569823435
2013-08-23 23:00:00,24.624292237442923
2013-08-24 00:00:00,24.58666666666667
2013-08-24 01:00:00,24.454833333333333
2013-08-24 02:00:00,24.210625
2013-08-24 03:00:00,23.91234722222222
2013-08-24 04:00:00,23.67936111111111
2013-08-24 05:00:00,23.429777777777776
2013-08-24 06:00:00,23.20925
2013-08-24 07:00:00,23.04501388888889
2013-08-24 08:00:00,22.900916666666667
2013-08-24 09:00:00,22.74851388888889
2013-08-24 10:00:00,22.60673611111111
2013-08-24 11:00:00,22.486874999999998
2013-08-24 12:00:00,22.398152777777778
2013-08-24 13:00:00,22.339180555555554
2013-08-24 14:00:00,22.294541666666667
2013-08-24 15:00:00,22.31073611111111
2013-08-24 16:00:00,22.545791666666666
2013-08-24 17:00:00,23.18911111111111
2013-08-24 18:00:00,23.848194444444445
2013-08-24 19:00:00,24.369819444444445
2013-08-24 20:00:00,24.563902777777777
2013-08-24 21:00:00,24.78997222222222
2013-08-24 22:00:00,25.006583333333335
2013-08-24 23:00:00,24.983736111111114
2013-08-25 00:00:00,24.864319444444448
2013-08-25 01:00:00,24.622263888888888
2013-08-25 02:00:00,24.31918055555556
2013-08-25 03:00:00,24.037736111111112
2013-08-25 04:00:00,23.804902777777777
2013-08-25 05:00:00,23.630041666666667
2013-08-25 06:00:00,23.444083333333335
2013-08-25 07:00:00,23.273398058252425
2013-08-25 08:00:00,23.178069444444443
2013-08-25 09:00:00,23.087763888888887
2013-08-25 10:00:00,23.031569444444443
2013-08-25 11:00:00,22.97895833333333
2013-08-25 12:00:00,22.930652777777777
2013-08-25 13:00:00,22.912305555555555
2013-08-25 14:00:00,22.891791666666666
2013-08-25 15:00:00,22.867
2013-08-25 16:00:00,22.873250000000002
2013-08-25 17:00:00,23.201055555555552
2013-08-25 18:00:00,23.705041666666666
2013-08-25 19:00:00,24.07651388888889
2013-08-25 20:00:00,24.372333333333337
2013-08-25 21:00:00,24.674847222222223
2013-08-25 22:00:00,24.97215277777778
2013-08-25 23:00:00,24.993958333333335
2013-08-26 00:00:00,24.898138888888887
2013-08-26 01:00:00,24.718458333333334
2013-08-26 02:00:00,24.478680555555556
2013-08-26 03:00:00,24.23731944444444
2013-08-26 04:00:00,23.986194444444447
2013-08-26 05:00:00,23.751069444444447
2013-08-26 06:00:00,23.63186111111111
2013-08-26 07:00:00,23.509
2013-08-26 08:00:00,23.390916666666666
2013-08-26 09:00:00,23.30048611111111
2013-08-26 10:00:00,23.21586111111111
2013-08-26 11:00:00,23.1274930362117
2013-08-26 12:00:00,23.18048611111111
2013-08-26 13:00:00,23.395805555555555
2013-08-26 14:00:00,23.35147727272727
2013-08-26 15:00:00,23.39315277777778
2013-08-26 16:00:00,23.31945833333333
2013-08-26 17:00:00,23.257663421418634
2013-08-26 18:00:00,23.41091666666667
2013-08-26 19:00:00,23.733874999999998
2013-08-26 20:00:00,24.39238888888889
2013-08-26 21:00:00,24.861194444444447
2013-08-26 22:00:00,24.790638888888886
2013-08-26 23:00:00,24.701055555555552
2013-08-27 00:00:00,24.642083333333332
2013-08-27 01:00:00,24.494847222222223
2013-08-27 02:00:00,24.246708333333334
2013-08-27 03:00:00,23.901977715877436
2013-08-27 04:00:00,23.46426778242678
2013-08-27 05:00:00,23.070305555555553
2013-08-27 06:00:00,22.779749999999996
2013-08-27 07:00:00,22.532878998609178
2013-08-27 08:00:00,22.321977715877438
2013-08-27 09:00:00,22.123718662952648
2013-08-27 10:00:00,21.901601671309194
2013-08-27 11:00:00,21.69838664812239
2013-08-27 12:00:00,21.951777777777778
2013-08-27 13:00:00,22.902183588317104
2013-08-27 14:00:00,23.664853963838663
2013-08-27 15:00:00,24.238916666666668
2013-08-27 16:00:00,24.43231520223152
2013-08-27 17:00:00,24.85591922005571
2013-08-27 18:00:00,25.106142857142856
2013-08-27 23:00:00,24.480515695067265
2013-08-28 00:00:00,24.393861111111107
2013-08-28 01:00:00,24.40116666666667
2013-08-28 02:00:00,24.248291666666667
2013-08-28 03:00:00,23.99211111111111
2013-08-28 04:00:00,23.636555555555557
2013-08-28 05:00:00,23.277736111111114
2013-08-28 06:00:00,23.018930555555556
2013-08-28 07:00:00,22.782819444444446
2013-08-28 08:00:00,22.575875
2013-08-28 09:00:00,22.405347222222222
2013-08-28 10:00:00,22.27175
2013-08-28 11:00:00,22.145791666666664
2013-08-28 12:00:00,22.399875
2013-08-28 13:00:00,23.33740277777778
2013-08-28 14:00:00,23.755194444444445
2013-08-28 15:00:00,23.445402777777776
2013-08-28 16:00:00,23.477319444444447
2013-08-28 17:00:00,23.920125000000002
2013-08-28 18:00:00,24.571206657420248
2013-08-28 19:00:00,24.824583333333333
2013-08-28 20:00:00,24.832194444444443
2013-08-28 21:00:00,24.768649789029535
2013-08-28 22:00:00,24.697888888888887
2013-08-28 23:00:00,24.520583333333335
2013-08-29 00:00:00,24.423833333333334
2013-08-29 01:00:00,24.384569444444445
2013-08-29 02:00:00,24.203041666666664
2013-08-29 03:00:00,24.03451388888889
2013-08-29 04:00:00,23.859083333333334
2013-08-29 05:00:00,23.74511111111111
2013-08-29 06:00:00,23.699152777777776
2013-08-29 07:00:00,23.598250000000004
2013-08-29 08:00:00,23.487625
2013-08-29 09:00:00,23.374833333333335
2013-08-29 10:00:00,23.25726388888889
2013-08-29 11:00:00,23.163541666666667
2013-08-29 12:00:00,23.23322222222222
2013-08-29 13:00:00,23.333291666666668
2013-08-29 14:00:00,23.35584722222222
