timestamp,co2,humidity,light,pir,temperature
2013-08-23 23:00:00,528.236722306525,45.15097412480974,93.70776255707764,0.0,24.11634703196347
2013-08-24 00:00:00,527.4138888888889,44.40302777777778,133.42916666666667,0.0,24.586375
2013-08-24 01:00:00,492.3888888888889,42.96645833333333,203.8083333333333,0.0,25.148680555555558
2013-08-24 02:00:00,476.8777777777778,42.46104166666667,45.47361111111111,0.0,25.24020833333333
2013-08-24 03:00:00,470.03472222222223,42.849291666666666,3.9722222222222223,0.0,24.99161111111111
2013-08-24 04:00:00,460.6055555555556,43.539125000000006,3.8472222222222223,0.0,24.629319444444445
2013-08-24 05:00:00,456.3875,44.025055555555554,3.7708333333333335,0.0,24.296847222222222
2013-08-24 06:00:00,451.2347222222222,44.70518055555556,3.893055555555556,0.0,24.04568055555556
2013-08-24 07:00:00,450.4611111111111,45.36548611111111,3.886111111111111,0.0,23.796777777777777
2013-08-24 08:00:00,447.52222222222224,45.84540277777778,3.793055555555556,0.0,23.547638888888887
2013-08-24 09:00:00,444.9486111111111,46.20015277777778,3.7736111111111112,0.0,23.315555555555555
2013-08-24 10:00:00,443.9888888888889,46.492069444444446,3.686111111111111,0.0,23.129625
2013-08-24 11:00:00,443.0125,46.97827777777778,3.7152777777777777,0.0,22.989291666666663
2013-08-24 12:00:00,443.6041666666667,47.36704166666667,5.205555555555556,1.1923076923076923,22.93888888888889
2013-08-24 13:00:00,486.4694444444444,49.823166666666665,24.51527777777778,11.33890214797136,23.17970833333333
2013-08-24 14:00:00,444.6,50.990875,20.370833333333334,0.0,22.857972222222223
2013-08-24 15:00:00,443.39166666666665,51.36536111111111,56.3625,0.0,22.69390277777778
2013-08-24 16:00:00,444.43888888888887,51.48534722222222,75.1138888888889,0.0,22.658041666666666
2013-08-24 17:00:00,449.575,51.13638888888889,90.35277777777776,0.0,22.64575
2013-08-24 18:00:00,464.93194444444447,51.16113730929265,100.88349514563107,0.0,22.6743411927878
2013-08-24 19:00:00,468.63194444444446,50.90805555555556,109.05277777777778,0.0,22.748597222222223
2013-08-24 20:00:00,465.31944444444446,50.46549999999999,112.17222222222222,0.0,22.84158333333333
2013-08-24 21:00:00,470.6875,50.123875000000005,124.24305555555556,0.0,22.97865277777778
2013-08-24 22:00:00,474.9486111111111,49.59366666666667,121.33333333333331,0.0,23.26943055555556
2013-08-24 23:00:00,475.6430555555556,48.78644444444444,112.31666666666666,0.0,23.676597222222224
2013-08-25 00:00:00,462.175,48.27252777777778,138.55277777777778,0.0,24.118875
2013-08-25 01:00:00,466.0805555555556,47.47626388888888,194.67777777777775,0.0,24.65197222222222
2013-08-25 02:00:00,463.1430555555556,46.94770833333333,34.75,0.0,24.85170833333333
2013-08-25 03:00:00,460.0111111111111,47.25272600834492,3.9262865090403336,0.0,24.704756606397776
2013-08-25 04:00:00,460.38194444444446,47.89555555555556,3.8680555555555554,0.0,24.455291666666668
2013-08-25 05:00:00,459.7361111111111,48.24838571428572,3.8842857142857135,0.0,24.2541
2013-08-25 06:00:00,460.15833333333336,48.59111111111111,3.861111111111111,0.0,24.077055555555557
2013-08-25 07:00:00,460.8277777777778,49.22298611111111,3.754166666666667,0.0,23.88856944444445
2013-08-25 08:00:00,457.1333333333333,50.61826388888889,3.795833333333333,0.0,23.739527777777777
2013-08-25 09:00:00,455.20416666666665,51.60575,3.751388888888889,0.0,23.603125
2013-08-25 10:00:00,455.6277777777778,52.17363888888888,3.893055555555556,0.0,23.478319444444445
2013-08-25 11:00:00,450.7055555555556,52.56594444444445,3.795833333333333,0.0,23.356402777777777
2013-08-25 12:00:00,450.6958333333333,53.12461111111112,3.702777777777778,0.0,23.25922222222222
2013-08-25 13:00:00,450.3430555555556,53.62198611111111,4.440277777777778,0.0,23.19625
2013-08-25 14:00:00,449.4861111111111,54.02131944444445,12.531944444444443,0.0,23.132430555555555
2013-08-25 15:00:00,447.7805555555556,54.295875,46.172222222222224,0.0,23.113888888888887
2013-08-25 16:00:00,448.8305555555556,54.32323611111112,92.30694444444444,0.0,23.17138888888889
2013-08-25 17:00:00,449.7069444444445,53.80356944444444,118.67083333333332,0.0,23.30883333333333
2013-08-25 18:00:00,455.0097222222222,53.02973611111111,111.43611111111112,0.0,23.438069444444444
2013-08-25 19:00:00,459.3388888888889,52.62945833333333,104.41111111111113,0.0,23.50640277777778
2013-08-25 20:00:00,457.06805555555553,52.38911111111111,105.50416666666666,0.0,23.54297222222222
2013-08-25 21:00:00,455.1277777777778,52.259083333333336,149.48194444444445,0.0,23.602736111111117
2013-08-25 22:00:00,456.9125,51.90602777777777,164.7111111111111,0.0,23.846958333333337
2013-08-25 23:00:00,456.9291666666667,51.10480555555556,139.2763888888889,0.0,24.18388888888889
2013-08-26 00:00:00,460.1722222222222,50.43356944444445,161.69583333333333,0.0,24.53979166666667
2013-08-26 01:00:00,463.7402777777778,48.811083333333336,249.47083333333333,0.0,25.085638888888887
2013-08-26 02:00:00,463.975,47.84388888888888,47.35833333333333,0.0,25.33084722222222
2013-08-26 03:00:00,466.5819444444445,47.93476388888889,3.904166666666667,0.0,25.18325
2013-08-26 04:00:00,461.0361111111111,48.04326388888889,3.841666666666667,0.0,24.918666666666663
2013-08-26 05:00:00,455.20665742024966,48.254375,3.9347222222222222,0.0,24.639680555555557
2013-08-26 06:00:00,451.2472222222222,48.23815277777778,3.826388888888889,0.0,24.419166666666666
2013-08-26 07:00:00,446.4513888888889,48.02061111111112,3.820833333333333,0.0,24.19490277777778
